,comment,label_id,comment_len_by_words
6450,در کل سرعت عمل سیستم عامل با کمک سخت افزار قوی خوب حرکت در منوها روان صورت پذیرفت#پذیر,1,18.0
8829,ولی اگر میخواهید دوربین خرید#خر که مدت از خرید دوربین بی نیاز بشید این دوربین رو توصیه کرد#کن,2,18.0
8118,این دوربین حتی قطب نما دیجیتال داخل هم داشت#دار که به شما گفت#گو عکس شما در چه جهت گرفت#گیر,0,19.0
8178,به صورت که می‌توان پور USB جک ۳٫۵ میلی متری هدفون میکروفون پور AV را بر روی آن یافت#یاب,0,19.0
7860,دوستان دقت داشته باشن که این لپ تاپ هیچ سی دی همراه نیست,-1,13.0
12523,برای علاقه‌مند به عکاس دستگاه به مراتب کوچک سبک صد البته با کیفیت‌تری وجود داشت#دار,0,15.0
10492,عکاس با این دوربین کار بسیار ساده ایست بدین ترتیب که کافیست آن را بر روی مود اتوماتیک قرار داد#ده سپس با نشانه رفتن آن به سمت سوژه دکمه شاتر را بفشارید تا بهترین با کیفیت نتیجه بدست آمد#آ,2,39.0
7438,من نزدیک ماهه از این دوربین داشت#دار,0,7.0
12480,تصور کرد#کن که همه کتاب جزوات درس را یکجا در قالب یک دستگاه توانست#توان جمع آورد#آور کرد#کن همیشه در هر جا همراه داشت#دار هر زمان که وقت حوصله داشت#دار به آن رسیدگی کرد#کن,0,33.0
1055,به هر صورت همان‌طور که گفت#گو FT۳ دوربین #است مناسب ماجراجو ورزشکار یا همه کاربرانی که در شرایط مخاطره آمیزی برای وسایل الکترونیک قصد عکاس داشت#دار,0,26.0
3174,ولی در کل نسبت به قیمت یک تبلت فوق العاده‌ای #هست که تو از سامسونگ معرف شده,2,17.0
3127,اگه کس میخواد گلکسی تب بخره به نظر من تو عالی بودن این تبلت شک نکنه,2,16.0
14293,دوربین مگاپیکسلی که بر روی گوش ۳GS وجود داشت کیفیت فوق‌العاده داشت#دار,-1,12.0
6905,sony xperia بهتر از butterfly هستش,0,6.0
3082,این صفحه نمایش از دقت بهره برد#بر که تراکم پیکسل را ارائه داد#ده,0,13.0
8158,گوش قوییه ولی بهترین گوش سال نمیشه چون دست بالا دست بسیار #است همین سون گوش جدید دوربین رم حالا تا چند ماهه دیگه سامسونگو موتورولا اچ تی سی,0,29.0
6787,از جمله امکانات پرکاربرد می‌توان به موارد ذیل اشاره نمود قابلیت پشتیبان ۳G درنتیجه استفاده از اینترنت همراه مکالمه تلفن GPS GPRS حافظه حافظه داخل کیلوبایت رم گیگابایت با قابلیت ارتقا تا گیگابایت فضا کاربرد بالا را در اختیار کاربر تبلت GSP-X۷ قرار داد#ده,1,44.0
3035,همچنین برای دانشجویانی که مقاله جزوه مینویسند بهترین گزینه هستش,1,10.0
14128,اما یک فن‌آوری جالب که بر روی TZ- وجود داشت#دار فن‌آوری intelligent Resolution #است که کاشت#کار کرد#کن تا بدون اینکه خیلی از کیفیت عکس کاست#کاه بزرگنمایی لنز دوربین از برابر به برابر به صورت مجاز افزایش یافت#یاب,1,37.0
7291,این که قیمت اندازه padfone #هست خیلی عالیه,2,8.0
10273,در رده دوربین خانگی یا سطح مبتدی کانن #است,0,9.0
7412,اما جالب #است که با اینکه این صفحه نمایش نسبت به مدل قبل بزرگ شده تراکم پیکسل آن کاهش یافت#یاب کماکان ppi بود#باش تا دقت آن کماکان رتینا باقی ماند#مان,0,30.0
11410,کیفیت صفحه‌نمایشش هم بر خلاف عقیده واقعا خوبه,1,8.0
7790,این دوربین توانایی عکاس ۵٫۳ مگا پیکسل را نیز داشت#دار,0,10.0
14099,در ضمن کمینه فاصله کانون این لنز در مود ماکرو سانتی متر #است که فوق العاده بود#باش,2,17.0
2824,با اینکه رنگ این صفحه نمایش مانند SuperAMOLED‌ها چندان زنده با طراوت به نظر آمد#آ اما وضوح شفافیت آن بسیار مناسب ارزیاب گشت#گرد,0,23.0
273,گوش به هیچ عنوان هنگ کرد#کن حتی اگر چند روز مدام با گوش کار کرد#کن,1,15.0
1722,بزرگ مشکل این گوش یعنی بلوتوث حل شد#شو روی ورژن,1,10.0
2676,نمیدونم چطوره که حرفه ای عکاس در سایت درباره این شاهکار فوج چیز گفت#گو اما کافیه عکس این دوربین رو در همه ایزو بالا با دوربین مثل کنون دی مقایسه کرد#کن تا فقط از قدرت این دوربین متعجب بشید,1,39.0
10282,رزولوشن صفحه پایینه در حال که تبلت‌های اینچ خوب مانند Ainol novo venus یا nexus,-1,15.0
9943,در زیر آن نیز دکمه Display Menu قرار داشت#دار که عملکرد آن تا حدود زیاد مشخص #است,0,17.0
1401,این مشکل چاره هم داشت#دار با خرید دایو اکسترنال اپل که آن هم BlueRay را پشتیبان نمیکند تا توانست#توان سیستم عامل Windows را در این مدل نصب کرد۲-سیستم عامل Windows در MacBook‌ها آن علکردهای میانبر خود را داشت#دار از جمله عملگر که نبودشان را احساس کرد#کن دگمه Print Screen Menu Ctrl+Enter در مرورگر بود#باش,-1,54.0
1254,چند مدت بود#باش همسر به من میگفت که یه گوش با امکانات عالی تو رنج قیمت پایین اگه بود#باش من میخریدم,0,21.0
7463,فقط کسا بخرنش که به عکساشون اهمیت میدن اما از آلبوم‌های عکس خسته شدن دوست دارن کل عکسایی که دارن رو بریزن تو این دستگاه که مثل یک قاب عکس میمونه,0,31.0
10557,آن گفت#گو همین الان چندین مدل تلفن هوشمند در بازار وجود داشت#دار که ضخامت شان کمتر از آیفون #است,0,19.0
9048,در قسمت جلو این گوش صفحه نمایش ۳٫۵ اینچ در زیر آن سه دکمه لمس قرار گرفت#گیر,0,17.0
6115,رابط کاربر این گوش نیز همان رابط کاربر مخصوص سامسونگ یعنی Nature UX #است,0,14.0
843,نکته داشتن بلوتوث سریع نسخه ۴٫۰ قابلیت عکاس حین فیلمبرداری البته بهره مندی از Beats Audio سه برتر نسبی به این دو گوش نسبت به رقبا هم ترازشون داده ولی متأسفانه هر دوید#دو این گوشی‌ها فاقد دوربین جلو دوربین مکالمه ویدیو #هست,0,42.0
13814,این نوت‌بوک از نمایشگر ٫۱ اینچ LED با رزولوشن پیکسل نسبت تصویر بهره برد#بر,0,14.0
7985,من هفته پیش خرید#خر عالیه,2,5.0
873,توانایی فیلم بردار Full HD نیز که به هر صورت عادل مانند مدل پیشین #است,0,15.0
408,درسته منو فارس نداره ولی حداقل میتونین مطمئن باشین که یه دوربین ساخت ژاپن خریدین نه ساخت چین,1,18.0
1171,این صفحه نمایش ٫۱ اینچ از نوع IPS LCD بود#باش که رزولوشن آن نیز پیکسل #است,0,16.0
4903,اما حالا پک جدید از این کنسول بازی ارائه شده که تفاوت زیاد با هم داشت#دار,0,16.0
1457,البته شاید اشکال از عکاس خودم باشه که بعید میدونم,0,10.0
469,بزودی بازار برمیگرده به سمت نوکیا این گوش هم از هر نظر عالیه هم سخت افزار نرم افزار زیبایی منتظر بیاد خیلی دوست داشت#دار بخرمش,2,25.0
1508,ابعاد آن میلی‌متر قطر آن نیز حدود میلی متر بود#باش,0,10.0
8814,من هم قصد خرید این دوربین رو داشت#دار,1,8.0
221,من حدودا یه ماهه خریدمش همه چیش عالیه تو دیجی کالا نوشته ۲٫۳ ولی اندروید ۴٫ پیش فرض روش بود#باش وای فایش مشکل داره یا خاموش نمیشه یا اگر روشنه وای فای رو سرچ نمیکنه ولی همچیش واقعا عالیه,1,39.0
12616,هر چند که تو ایران تا حد زیاد بر عکس شده,-1,11.0
4951,به طوری که به فرض بازی که در قاره امریکا به فروش رسید#رس فقط برروی کنسول که در آن قاره خریدار شد#شو اجرا شد#شو,0,24.0
3346,دوربین HTC بر روی ۸X از یک دوربین مگاپیکسلی همراه با سنسور BSI استفاده نمود#نما,0,15.0
9315,اکنون در قسمت پشت دکمه Record به جا منتقل شده که به راحت در زیر انگشت شست قرار گرفت#گیر,1,19.0
9924,وقت قرار گرفت#گیر صدا کلیک شنید#شنو,0,6.0
10367,گوشیه خوبیه فقط این دکمه سخت افزار حافظه رم کم تو ذوق آدم میزنه,-1,14.0
8939,اما به ادامه توضیح درباره پرداخت#پرداز,0,6.0
9235,One همانند گوشی‌های Sensation XE Sensation XL از سیستم صوت Beats Audio بهره برد#بر ولی بر خلاف گوشی‌های قبل شما توانست#توان در One در تمام برنامه بازی از این امکان بهره ببرید,1,32.0
10823,صفحه نمایش صفحه نمایش اینچ تبلت جدید سامسونگ از نوع TFT بود#باش که تصاویر را با دقت پیکسل نمایش داد#ده,0,20.0
3804,با الگوریتم پیچیده برتر تنظیم دقیق نور که کنتراست رنگ وضوح را بهبود بخشید#بخش کیفیت تصاویر پیش چشم خود را باور کرد#کن,1,22.0
3450,سر صدا نسبتا متوسط هم هنگام کار داشت#دار ولی کیفیت خوبه,1,11.0
12311,هرکدومشون یه عیب دارن که واقعا تو ذوق میزنه اما این تبلت کامله کامله,2,14.0
1942,به نظر اندروید از ios بالا نیست,0,7.0
179,با سلام من حدودا دو ماهه که خریدمش گوش خیلی خوبیه دوست که گفته بودن صدا اهنگش در محیط باز کمه برن هر گوش دیگه‌ای رو میخوان امتحان کنن امکان نداره کیفیت صدا به پای ایون برسه,1,37.0
1057,همچنان که با آن به راحت توانست#توان به عکاس زیر آب نیز پرداخت#پرداز,1,13.0
2198,چه اندرویدی چه غیر اندرویدی,0,5.0
12174,درود این محصول سامسونگ از جهات بسیار مطلوب قابل قبول #است اما بنده بعد از خرید این محصول متوجه شد#شو که اولا فاقد امکان تصویر در تصویر میباشد همینطور بعد از استفاده از عینک سه بعد آن توسط خودم اعضا خانواده همگی دچار سردرد تحوع شد#شو که در مقایسه با محصولات مشابه ال جی که دارا عینک پسیو #هست این معضل بزرگیست,-2,62.0
13963,عکس بر روی کارت حافظه SD SDHC ذخیره شد#شو,0,9.0
4232,طول آن بیشتر از مدل سال گذشته بوده به میلی‌متر رسید#رس اما عرض آن همچنان ثابت بود#باش,0,17.0
13366,بنابراین بدون اینکه نیاز به ورود کوچک فشار به سطح نمایشگر بود#باش تنها با یک لمس ساده توانست#توان با آن کار کرد#کن لذت ببرید,1,24.0
4313,برخلاف آیپاد این مدل پشت کاملا ضد خشه این یعنی برطرف کردن یک از مهم ایرادات,1,16.0
1630,صفحه نمایش بالاخره اپل دست از اصرار برای تولید صفحه نمایش ۳٫۵ اینچ برداشت,0,14.0
14534,البته همانند Xperia play حافظه RAM نسبتا محدودی داشت#دار از این نظر نسبت به رقبا HTC خود عقب #است,-1,19.0
5874,به هر صورت همانطور که گفت#گو HX یک از پیشرفته پر امکانات خوش ساخت دوربین کامپکت سوپرزومی #است که تا به حال دید#بین,2,23.0
4059,از نظر سخت افزار هم که می‌توان ادعا کرد#کن این مدل در بین رقبا خود در این بازه قیمت بسیار خوب عمل کرد#کن,1,23.0
10206,حتی توانست#توان عمل Touch to Focus را انجام داد#ده یا دکمه شاتر را بفشارید,0,14.0
6049,اگر میتونستم خیلی دوست داشت#دار یک ایکس باکس با کینکت گرفت#گیر,0,11.0
1120,برای من اینکه دقیقه برای گیگ بیشتر معطل شم ارزششو داره تا اینکه بخاطر ضد ضربه نبودن در اثر یک اتفاق احتمال کل هارد تخریب بشه,0,26.0
12095,محیط برنامه دوربین تغییر خاص نسبت به گوشی‌های قبل مانند Xperia داشت#دار گزینه جدید در بخش تنظیمات عکس‌برداری فیلم‌برداری مشاهده شد#شو,0,21.0
2153,اولین باری که یه آی دیوایس رو دید#بین صفحه رو لمس کرد#کن حس به من داد که تو کل عمر تجربش کرد#کن وقت تو منوش چرخ زد#زن محیط شگفت زد#زن کرد#کن به طراح آی فون۴ که دقت کرد#کن متحیر شد#شو داخل یک از بازیاش که رفت#رو گرافیکش رو روی هیچ گوش دید#بین تا دو هفته فقط به آی فون فکر میکردم احساس میکردم گوش خودم اون موقع نوکیا در مقابل مثل اسباب بازیه اما وقت احساساتم فرو کش کرد#کن عقل اومد سرجاش فکر کرد#کن دید#بین این گوش تا وقت که دستته نمیذاره هیچ کمبود تو حس کرد#کن اما بعد از این که بزاریش کنار کم کم نسبت به دلسرد میش من اون موقع بود#باش که تازه فهمید#فهم گوش خودم چقدر نسبت به برتر داره,-1,124.0
5285,در لبه بالا گوش کلید پاور به همراه درگاه microUSB همراه با درب کشویی فلز کلید انحصار Quick memo البته جک ۳٫۵ میلی متری صدا قرار گرفت#گیر,0,27.0
14239,این گوش دارا گواهینامه IPx ۵/۷ بود#باش که بالا گواه تضمین مقاومت گوشی‌های موبایل در مقابل نفوذ آب بود#باش,2,19.0
11214,سلام من این چاپگرو خرید#خر واقعا خوبه تازه وقت به دوستام گفت#گو اونا تعجب کردن چطور با این قیمت یه همچین چاپگر خرید#خر واقعا خوب به صرفه بوده برام,2,29.0
801,من فکر میکنم این نقص معمول #هست بین شرکت برای اینکه تنوع محصول اینطور ایجاب میکنه در اینده نزدیک مدل دیگه‌ای با رفع این نواقص عرضه شد#شو,0,27.0
13037,به نظر من تو رده سوپر زوما با این اندازه سنسور canon sx hs بهترینه,1,15.0
10639,گوش که با سرعت پردازش بالا سبک باریک زیبا,1,9.0
9106,البته فراموش کرد#کن گفت#گو که یک مود فیلم بردار ۲٫۷KP هم وجود داشت#دار که بین Full HD ۴K قرار گرفت#گیر در آن فیلم بردار توانست#توان با سرعت فر بر ثانیه انجام گرفت#گیر,0,32.0
11784,صدا خودتونو شنید#شنو وقت صحبت کرد#کن که بسیار آزاردهنده #است,-2,10.0
6621,بدین صورت که برای عکاس با آن کافیست که دوربین را به سمت سوژه نشانه رفت#رو دکمه شاتر را بفشارید تا بهترین با کیفیت عکس گرفت#گیر,2,26.0
11252,سه عدد پور USB بر روی لبه کنار این لپ تاپ‌ها تعبیه شد#شو که بسته به مدل دستگاه توانست#توان از نوع USB ۲٫۰ یا USB ۳٫۰ بود#باش,0,27.0
11267,در حالت که دستگاه در حال انجام محاسبات خاص بود#باش دما قسمت مختلف بدنه کاملا خنک باقی ماند#مان تقریبا هیچ صدا از سیستم خنک کننده به گوش رسید#رس,1,28.0
14467,ساپورت سیم کارت معمولی که در ایران #هست,0,8.0
8543,دوستان عزیز من این دوربین رو خرید#خر چندتا نکته رو باید بگم این دوربین به نام در جهان به فروش میره,0,21.0
13011,نکته جالب در مورد Nexus این #است که این گوش دارا کیت داخل شارژ بی‌سیم نیز بود#باش می‌توان آن را توسط دستگاه شارژر بی‌سیم نیز شارژ کرد#کن,1,27.0
2588,چند نکته چند قابلیت خیلی خوب داره از جمله تشخیص پلک زدن تشخیص لبخند چهره بسیار قوی,2,17.0
14830,به علاوه صدا بیس تولید شده نیز کاملا رضایت بخش بود#باش مسلما دوست دار گوش کردن به موسیقی تماشا فیلم از کیفیت صوت این تبلت راضی بود#باش,1,27.0
849,با تشکر از دیجی کالا شما که وقت گذاشت#گذار نقد این بنده حقیر رو خوندید,0,15.0
9678,در کل این گوش از نظر سخت افزار عملکرد مناسب را ارائه کرد#کن که می‌توان گفت#گو برای همچین گوش با این قیمت قابل قبول به نظر رسید#رس,1,27.0
3150,دوربین هم اگه بود#باش عالی میشد,0,6.0
1142,حدودا دو ماه میشه خرید#خر خیلی عالیه من قبلا هارد‌های دیگر رو امتحان کرد#کن از جمله Western Digital سری My passport هارد ضد ضربه silicon power Armor واقعا میتونم بگم از همشون بهتره هم از لحاظ سرعت هم از لحاظ کیفیت ساخت,2,42.0
12484,در کل در طراح مدل جدید سامسونگ شباهت بسیار را با تبلت Galaxy Tab مشاهده نمود#نما,0,16.0
13578,من مدل سیمکارتشو گرفت#گیر اوایل خوب کار میکرد ولی بعد هفته آنتن ده خیلی ضعیف شده بعضی جا داخل شهرا آنتن میده ولی انصافا از جهات دیگه مشکل نداره,1,29.0
9001,باید بگم که با توجه به قیمت امکانات خوبی را فراهم کرده در کل گوش خوبی #است,1,17.0
7837,دوربیندوربین این گوش یک دوربین مگاپیکسلی #است که عکس را با رزولوشن پیکسل ثبت نمود#نما,0,15.0
8909,بر خلاف سامسونگ یا HTC سون تغییرات ظاهر خاص بر روی رابط کاربر اندروید ایجاد کرد#کن شما تقریبا با محیط استاندارد اندروید هانی کامب کار میکنید,1,26.0
6465,وجود سخت افزار بسیار قدرتمند صفحه نمایش شگفت انگیز FullHD دوربین بسیار با کیفیت طراح بسیار خوب در کنار سیستم عامل محبوب اندروید باعث گشت#گرد این تبلت نیز به یک گزینه خوب برای طرفدار تبلت‌های سطح بالا تبدیل گشت#گرد که در این سطح قیمت تقریبا بی رقیب نیز به نظر رسید#رس,2,51.0
7635,حتما باید با یک دست بدنه را نگه داشت#دار با دست دیگر درب را باز نمود#نما,-1,16.0
1898,تنها قوت که داره این #است که باتری واقعا طول عمر بالا داره ان هم به خاطر کوچک بودن صفحه نمایش سی پی یو کم مصرف #است اصلا از لحاظ قیمت نمی‌ارزه با این پول میتونید یک لپ تاب تهیه کرد#کن که حداقل برابر قدرتمند از این گوش بود#باش بعد خرید لپ تاپ توانست#توان یک گوش هوشمند ارزان قیمت تهیه کرد#کن همه کار خود را به بهترین حالت انجام داد#ده ولی اگر شغل بسیار کلاسیک داشت#دار متوانید این گوش رو تهیه کرد#کن مثلا رئیس شرکت,0,85.0
2767,اما کاربرد دیگر آن توانست#توان در نمایش تصاویر جذاب جلب توجه کننده برای کودک بود#باش تا به بهانه آن تصویر به دوربین نگاه کرد#کن توانست#توان عکس تمام رخ از کودک گرفت#گیر,1,31.0
3627,اما نهایتا در مورد دوربین این تبلت هم باید گفت#گو که یک دوربین کاملا متوسط ۱٫۲ مگاپیکسلی در قسمت جلو یک در قسمت پشت آن تعبیه شد#شو که صرفا برای انجام مکالمات تصویر مناسب بود#باش در رقابت با دیگر تبلت‌های موجود در بازار هیچ حرف برای گفتن داشت#دار,-1,48.0
1716,با وجود رقبا سر سختی مانند Samsung Galaxy III HTC One به نظر رسید#رس اپل برای تبدیل شدن به بهترین کار بسیار سختی را در پیش داشت#دار,0,27.0
12003,گوش فوق العاده ایه که اگه با کار کرد#کن هیچ نقص نمیبینید,2,12.0
3349,به طور کلی عکس گرفته با گوش ۸X کیفیت بسیار بالا داشت#دار,2,12.0
1156,در سمت راست نیز کلید کنترل صدا وجود داشت#دار,0,9.0
6071,عملکرد خیلی بیصدا استفاده از فن قدرتمند که تا پنج ساعت بازی مداوم هیچ مشکل بوجود نمیاد,2,17.0
2303,خوب Hero به طرز شگفت انگیزی کوچک سبک وزن #است,1,10.0
13066,نمایشگر نیز از نوع چرخنده #است,1,6.0
904,در کل هرچند که G۶ دوربین کوچک #است ولی به لطف دستگیره بزرگ که داشت#دار همانند مدل پیشین به خوبی در دست جای گرفت#گیر,1,24.0
14642,حس خوبی بود#باش وقت بیشتر بررسیش کرد#کن دوباره مینویسم,1,9.0
1527,روشنایی صفحه نمایش نیز عالیست,2,5.0
6477,من این تبلتو داشت#دار,0,4.0
8786,بقیه مشخصات هم که اصلا فرق با SX اونقدر نداره,0,10.0
9536,این گوش یک مدل تک سیم کارته هم داره مدل LG Optimus L۷ II اون مدل هم زیباتره هم قیمت مناسبتره,2,21.0
2591,اما در مورد باتری با این که باتری قلم میخوره ولی مدت زمان عکس بردار بالا داره با این که برای تست از باتری معمولی آلکا استفاده کرد#کن مدت خیلی طولانی جواب داد این مساله نشان‌گر این #است که اگر به جای این باتری از باتری شارژی برای مثال نیکل استفاده کرد#کن خیلی طولانی هم میتونیم با عکاس کرد#کن در مورد دکمه دکمه خیلی روان داره مخصوصا دکمه روشن خاموش که من در مورد اون نگران بود#باش ولی یک جای نگران هم داره اون هم در مورد دکمه مربوط به زوم #هست چون زوم دست نداره اگر خیلی از این دکمه استفاده بشه اگر قرار باشه کودک اون رو استفاده کنه ممکنه زود خراب بشه,-1,115.0
9281,با این اندازه سنسور بهتره از مگاپیکسل بالا نره,0,9.0
9610,۵- کیفیت صوت گوش با اسپیکر خودش خوب با هدفون بسیار خوب #است,1,13.0
1203,اما یک نکته در مورد مدیا پلیر این گوش لازم به ذکر #است,0,13.0
3723,در مقایسه با نوکیا هم سرعت فوق‌العاده بالاتره هم wlan سرعت خیلی بالا گیرنده قویتری داره هم برنامه هایی که اون به خاطر سیستم اندروید میگره خب خیلی خیلی بیشتره,2,30.0
10194,بهره گرفت#گیر از این پردازشگر جدید باعث شد#شو که حساسیت سنسور تا افزایش یافت#یاب همچنین یک سری بهبود در عکس نیز اتفاق بیفتد,1,23.0
14636,همانطور که گفت#گو هرچند در این پرینتر نقاط ضعف مثل محدودیت سینی ورود سرعت مشاهده شد#شو ولی ترکیب کیفیت چاپ امکانات جانبی استفاده آسان که به دلیل نمایشگر لمس بوجود آمده باعث شده که CM FN یک پرینتر برتر بود#باش,1,40.0
5799,ولی سری که گرفت#گیر اصلا تا حالا داغ کرد#کن,1,9.0
834,۳- ارتقاء فلاش LED دوربین LED Flash به فلاش LED هوشمند Smart LED Flash با قابلیت تنظیم نور تا سطح مختلف با استفاده از فاصله دوربین تا سوژه ۴- صفحه نمایش از نوع Super LCD که امتحان رو در One پس داد سایز ۴٫۳ اینچ که هم نوع صفحه نمایش یک ورژن بهتر شده هم سایز ۰٫۳ اینچ افزایش داشته,1,60.0
1970,به یاد داشت#دار قرار #است فقط برنامه تولید شده بر روی ios روی این گوش نصب شد#شو,0,17.0
7136,سخت افزارButterfly از چیپ Snapdragon S۴ Pro کمپانی Qualcomm بهره برد#بر,0,11.0
7099,HTC مدل جدید خود را با نام Butterfly در ژاپن عرضه نمود سپس با نام Droid DNA نیز در آمریکا به فروش رساند#رسان,0,23.0
12856,در کل را می‌توان همان کوچک شده دانست#دان چرا که بسیار از ویژگی آن از جمله نمایشگر چرخنده ویژگی کاربر دوستانه را به ارث برد#بر,1,25.0
11801,ضمنا این گوش در رنگ مشک طلایی تولید گردیده #است,0,10.0
435,اما با وجود ابعاد رزولوشن تصویر این صفحه نمایش تراکم پیکسل به دست آمده معادل ppi بود#باش که بسیار قابل قبول #است,1,22.0
729,البته این موضوع رو بگم که تمام بازی رو راحت بالا آورد#آور بدون لگ هنگ اجرا کرد#کن,1,17.0
1982,اپل یک سال تلاش کرد#کن آیفون رو بیرون داد,0,9.0
13263,اگر به مشخصات فن مدل مینی مینی پرو در خصوص باتری توجه کرد#کن میبینید که تاک تا مدل مینی پرو حدود یک ساعت بیشتره یعنی یک ساعت بیشتر دوام میاره که این خودش مزید بر علت #هست,1,37.0
768,این میزان قدرت سخت افزار برای گوش در این رده بسیار مناسب #است موجب عملکرد روان سریع آن در حین انجام کار مختلف شد#شو,2,24.0
2344,سلام گوشیه خوبی میتونه باشه اما نسبت به قیمت نمی‌ارزه خواهشا دوستان تعصب قضاوت نکنین نگین که از گوشیه,-1,19.0
9331,به ایزو بالا از این که رفت#رو بر میزان نویز کاهش غلظت رنگ میزان از بین رفتن جزئیات افزون گشت#گرد,-1,20.0
2445,بی‌صبرانه منتظر که وارد بازار بشه به نظر من بهترین گوشیه,2,11.0
5201,این تبلت مجهز به چیپ NFC نیز بود#باش توانست#توان از طریق Android Beam با سایر دستگاه مجهز به این فناوری تبادل اطلاعات داشت#دار,1,23.0
3159,با دو بلندگو با کیفیت استریو لذت موسیقی رو حس کرد#کن اندروید استفاده شده هم به خوبی از زبان فارس پشتیبان می‌کنه من تا به حال دید#بین هنگ کنه سرعت قابل ملاحضه‌ای داره البته نسخه ۴٫۱ هم برای این تبلت آماده شده هم اکنون نسخه هند اون منتشر شده که با نصب اون سرعت دستگاه بالا هم میرود از نظر کار پردازش رم سی پی یو مطمئن بود#باش از پس همه چیز به خوبی برمیاد کمبود احساس نمیشه جالب چیز که توجه منو به خودش جلب کرد#کن جی پی اس اونه که فوق العاده قوی عمل می‌کنه در کمتر از ثانیه وصل میشه حتی از داخل خونه سقف پوشیده هم با دقت بالا عمل می‌کنه نیاز نیست که حتما در محیط باز بود#باش,2,123.0
3832,این دوربین هرچند که از جهات زیاد به دوربین Bridge یا DSLR Like شباهت داشت#دار ولی با ابعاد میلی متر وزن گرم دوربین کامپکت سوپرزوم محسوب شد#شو,0,27.0
2889,Infinity در دو مدل گیگابایت عرضه شد#شو امکان ارتقا حافظه آن از طریق درگاه کارت حافظه microSD تا گیگابایت دیگر نیز وجود داشت#دار,0,23.0
6395,اگر دنبال یک هارد دیسک برای انتقال داده هاتون با اندازه خیلی مناسب کوچک امنیت بالا هستین وسترن رو گرفت#گیر,1,20.0
10100,امکان اضافه کردن افکت‌های مختلف همچنین تغییر تنظیمات در حین عکاس فیلم بردار دست کاربر را برای ایجاد ثبت صحنه خلاقانه باز گذاشت#گذار,1,23.0
9731,بعلاوه توانایی بسیار عالی را نیز در حذف نویز پس زمینه داشت#دار,2,12.0
5538,رزولوشن اپتیکال این اسکنر dpi نسبتا کم بود#باش,-1,8.0
10280,هر بازی دیگه که رو one داشت#دار تو این اجرا شد#شو,1,11.0
4065,مثلا پردازنده گیگاهرتز خودم ماهه داشت#دار دنبال یه گوش خوب ارزون قیمت میگردم هرجا مرد#میر آخر به همین گوش میرسم,0,20.0
8838,قابلیت زوم برابر هم واقعا کم نظیر #است در حال حاضر فقط دوربین چون Nikon Olympus SP- UZ #هست که زوم برابر داشت#دار,2,23.0
13651,حافظه داخل Galaxy Grand Duos گیگابایت بود#باش که با وجود پشتیبان این گوش از کارت حافظه microSD می‌توان آنرا تا گیگابایت دیگر افزایش داد,1,24.0
11506,در مورد قسمت نرم افزار این گوش پیش از هر چیز نگاه به مرورگر اینترنت آن انداخت#انداز,0,17.0
8190,این را وقت تا کیفیت p/ Full HD همراه کرد#کن واقعا نتیجه کم نظیر شد#شو,1,15.0
1525,این دقت برای اینکه از نگاه کردن کار کردن با آن نهایت لذت را ببرید کافیست,1,16.0
12634,البته قسمت بالا این دوربین به خاطر آنتن GPS Wi-Fi از پلاستیک ساخته شده تا گیرندگی بهتر داشت#دار,1,18.0
11549,بنابراین از نظر پورت‌ها کنترل فیزیکی خیلی خلوت #است حتی دکمه شاتر دوربین هم وجود داشت#دار,-1,16.0
10795,جمع بندیXperia Tipo یک گوش موجه در بین گوشی‌های هوشمند سطح پایین محسوب گشت#گرد که با قابلیت مناسب به یک گوش کاربرد تبدیل شد#شو,1,24.0
10551,من نمی‌خوام از برد#بر خاص دفاع کرد#کن یا اونو بکوبم ولی بخوام یه جمع بست#بند کرد#کن این گوش کلا محصولات apple چند وقت شاید یک سال #هست که دیگه بهترین نیستن,-1,31.0
12487,اکثر خروجی‌های این تبلت در قسمت بالا آن قرار داد#ده,0,10.0
12412,خرید این تبلت میتونه پس انداخت#انداز باشه که دیگه از حمل لبتاپ موبایل تبلت وکوم مدیا پلیر دوربین فیلم بردار عکاس جلوگیری کرد#کن همه را در قالب یک دستگاه همراه خود داشت#دار,0,32.0
9547,ال جی تو این مورد عالی کامل عمل کرده اگر فیلمبرداری full hd هم داشت دیگه بینظیر میشد,1,18.0
12361,از لحاظ سرعت عالیه با وجود سی پی یو هسته‌ای گیگابایت رم,2,12.0
865,این دوربین در ضمن در حالت واید بر روی مقدار معادل میلی متر قرار گرفت#گیر,0,15.0
3019,از لحاظ کیفیت اسکرین تراکم پیکسل ان واقعا چیز کمتر از ایپد جدید داشت#دار,0,14.0
1381,صفحه نمایش بی نظیره همین طور گرافیکش اگه پول را دارین حتما بگیرینش تا ۵سال تو دنیا به نظر من بهترینه,2,21.0
14456,گوش خوبیه مخصوصا این که کیبردش زبون فارس هم داره,1,10.0
3937,ما که همه جوره راضی #هست,1,6.0
208,که کاملا اشتباه میکنند من حدود هفته #است که آپدیت کرد#کن هم مشکل وای فای رفع شد#شو هم منو کیفیت ویجت‌ها Wallpaper‌ها بالا رفت#رو,1,24.0
5137,این لپ تاپ بر طرف میکنه,1,6.0
