,comment,label,length
3171,اما همانند مدل پیشین، dynamicdisplay مهم‌ترین جالب‌ترین قابلیت این محصول محسوب می‌شود.,1.0,14.0
2886,وجود فلش پلیر بر روی اندروید باعث می‌شود که فیلم‌ها بازی‌های فلش هم بدون هیچ مشکلی نمایش داده شوند.,1.0,19.0
4128,در قسمت پشتی دوربین نمایشگر اینچی ۴۶۰۰۰۰ پیکسلی قرار گرفته که کیفیت خیلی خوبی را ارائه می‌کند.,1.0,18.0
1859,این گوشی یه غول کوچیکه.,1.0,6.0
4546,استفاده ال‌جی از تکنولوژی floating mass باعث گردیده که فاصله بین صفحه نمایش محافظ gorilla glass آن کمتر شود در نتیجه علاوه بر باریک‌تر شدن گوشی، رنگ‌های صفحه نمایش زنده‌تر روشن‌تر نمایش داده شوند.,1.0,35.0
3733,-کیفیت تصاویر در عمق منو راضی نکرد,0.0,7.0
298,بعلاوه‌ی اینکه چنین لنزی بر روی این دوربین کامپکت واقعا کم نظیر است.,1.0,14.0
5112,قطر ۱۰ میلی متری آن در برابر ۷٫۶ میلی متر آیفون یا ۸٫۶ میلی متر گلکسی اس مقداری آنرا قطور نموده است.,0.0,22.0
5107,پارامتر بارز دیگر استفاده از مانیتور لمسی است که آنهم بسیار عالی است علاوه بر شفافیت کیفیت بالا عملکرد بسیار خوبی در پاسخ به فرمانهای لمسی دارد یکی از نقاط مثبت ارزنده کم نظیر این دوربین بشمار میرود.,1.0,39.0
5110,ولی مشخصات سخت افزاری نرم افزاری در حدی که باید نیست,0.0,11.0
727,این دوربین طبق معمول انتظار توانایی عکاسی در فرمت raw را نیز دارد تا برای حرفه‌ای ترها ویرایش عکس‌ها مناسب‌تر باشد.,1.0,22.0
1351,وزن این دستگاه تقریبا ۲٫۵ کیلوگرم بوده برای یک لپ‌تاپ ۱۵٫۶ اینچی بسیار مناسب است.,1.0,17.0
4502,حالا میخوام چندتا از بهترین مزیتاشو واستون بگم: ۱-از سرعت بسیار عالی برخوردار (به دلیل استفاده از usb۳) ۲-موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره ۳-به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه ۴-درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از۷تا۸ بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل خوب میگردید بدون شک همین رو انتخاب کنید,1.0,92.0
5179,بیشتر قسمت‌های بدنه‌ی آن هم از مواد قابل بازیافت بسیار عالی ساخته شده‌اند.,1.0,14.0
3886,این را هم بگوییم که gopro hd hero علاوه بر توانایی ضبط ویدیویی قابلیت عکاسی در رزولوشن مگاپیکسل را هم دارد.,1.0,22.0
318,جمع بندی در مجموع باید بگوییم که تعدادی از قابلیت‌های این تبلت تا به این لحظه بی نظیر است.,1.0,20.0
3680,یک هفته بیشتره که این گوشی رو دارم فوق‌العاده عالی هست راحت روت میشه صدای بی‌رقیب کیفیت فیلم هم که توووووووپ همچنین عکس خوش‌دست خوش تاچ:) پردازنده هم که عالی اصلا در یک کلام بی‌نظیر با این که گوشی قبلیه من htc بود قیمتش از این گوشی بیشتر بود حاضر شدم ضرر کنم فورا اینو خریدم ندیدم کسی بخره پشیمون باشه,1.0,63.0
4012,اما واقعا گوشیه خوبیه,1.0,4.0
5564,ولی باتریش اذیت میکنه,0.0,4.0
3700,این دوربین توانایی فیلم‌برداری full hd با سرعت ۶۰ فریم بر ثانیه را هم دارد که فوق‌العاده است.,1.0,19.0
3482,رنگ‌های تولید شده نیز بسیار زنده طبیعی هستند.,1.0,9.0
4175,کارکرد جالب‌تر آن جاییست که از قابلیت لمس شناور آن بهره می‌برید.,1.0,13.0
2436,به هر صورت همانطور که گفتیم، دوربین ورزشی gopro hd hero یک وسیله ایده آل برای ثبت لحظات پر هیجان خاطره انگیز ورزشکاران است.,1.0,26.0
5730,این گوشی، با وجود یک صفحه‌ی نمایش بسیار خوب، سخت افزار قدرتمند، سیستم عامل به روز دوربین با کیفیت، به خودی خود یک گوشی قابل اطمینان محسوب می‌گردد.,1.0,33.0
5075,موضوعی که از نظر بسیاری یکی از نقاط ضعف جدی این مدل به شمار می‌رود.,0.0,16.0
212,واقعا عالیه از دیدنش شگفت زده شدم,1.0,6.0
356,همان طور که گفتیم کیفیت دید از زاویه‌ی آن فوق‌العاده است با چرخاندن نگاه کردن از زوایای تند‌تر هم کیفیت رنگ‌ها تغییر نمی‌کند.,1.0,24.0
1737,این به این معناست که از صفحه نمایش آن نمی‌توان انتظار تصویر چندان خوبی در مقابل صفحه نمایش‌های super amoled یا super clear lcd را داشت.,0.0,27.0
3948,خوب، hero به طرز شگفت انگیزی کوچک سبک وزن است.,1.0,12.0
4911,بزرگی دکمه هاش فاصله مناسبش باعث لذت بخش بودن تایپ پیامک میشه.,1.0,13.0
1501,اپل بر روی نسل پنجم ipod touch یک دوربین مگاپیکسلی قرار داده که دقت تصاویر آن، هفت برابر دوربین ipod touch نسل چهارم است.,1.0,26.0
3493,در نهایت اگر به دنبال کامل‌ترین بهترین مالتی مدیا پلیر همراه موجود در بازار هستید، ipod touch نسل پنجم، تنها انتخاب شما خواهد بود!,1.0,26.0
1344,همچنین یک دوربین مگاپیکسلی نیز جهت انجام مکالمات تصویری در جلوی تبلت قرار گرفته که عملکرد این دوربین نیز به عنوان وب کم بسیار راضی کننده است.,1.0,28.0
5946,منتها صدای بالایی داره موقع چاپ.,0.0,7.0
151,سخت افزار پردازنده یک گیگا هرتزی که در این گوشی به کار رفته، سبب جلب رضایت کامل کاربر در هنگام کار با گوشی، استفاده از برنامه‌های مختلف یا گشت زنی در اینترنت گشته است.,1.0,36.0
3450,این نمایشگر که تراکم پیکسل ۳۳۶ppi را ارایه می‌کند همچنان برای تماشا کردن واقعا لذت بخش است.,1.0,19.0
542,با این قیمت امکانات بهترینه.,1.0,6.0
6725,سرعت چاپش خیلی خوبه.,1.0,5.0
4575,جهت کار با سیم کارت، توضیحات زیر بیشتر شما را با عملکرد خوب این گوشی آشنا می‌سازد.,1.0,19.0
4086,از نظر طراحی بدنه هم عالی است در کل دستگاهی است که نیاز ۸۰٪ مردم را پوشش می‌دهد,1.0,19.0
6124,با وجود اینکه دقت بالا، نقش مهمی در کیفیت صفحه نمایش بازی می‌کند، تکنولوژی‌های دیگر استفاده شده در صفحه نمایش retina macbook pro باعث شده است که کیفیت صفحه نمایش این لپ‌تاپ، با اختلاف زیاد از تمام لپ‌تاپ‌های موجود در دنیا تا به این تاریخ بیشتر شود.,1.0,50.0
659,کیفیت فیلم برداریش خیلی عالیه.,1.0,6.0
3730,رنگ‌ها بسیار زنده طبیعی بوده، نویز تصویر بسیار کم است حتی با وجود اینکه دوربین این تبلت دارای فلاش نیست، کیفیت عکس‌های گرفته در فضاهای تاریک به لطف سنسور قدرتمند فراخی دیافراگم بالای آن، بسیار خوب است.,1.0,41.0
4397,هیچ تلوزیونی مثل پلاسما نمیشه.,1.0,6.0
6638,------------------------ شدیدا تاکید میشه در صورت محدود بودن بودجه حتما این مدل رو انتخاب کنید قیمت دیجی کالا هم نسبت به بازار که من مقایسه کردم بسیار مناسب هست,1.0,29.0
5831,وقتی با این گوشی کارکردم حتی بعد تجربه گوشی خودم ازش لذت بردم که تو این رنج قیمت گوشی امکانات خوبی دارد,1.0,22.0
5956,به علاوه، این ویدئو پلیر تقریبا از تمام فرمت‌های ویدئویی موجود پشتیبانی می‌کند.,1.0,15.0
160,اینک اپل دقت صفحه نمایش macbook pro را از ۱۴۴۰x۹۰۰ به ۲۸۸۰x۱۸۰۰ افزایش داده که این میزان تراکم پیکسلی کم نظیر ۲۲۱ppi را ارائه می‌دهد.,1.0,31.0
4973,بسیار خوش‌دست عالی هست البته حتما براش قاب ژله‌ای محافظ ضدخش صفحه‌نمایش بگیرید..,1.0,15.0
5537,کیفیت صفحه نمایش عالی..,1.0,6.0
1513,تاچش عالیه ۲. طراحی زیباست ۳. شفافیت تصویر خوبه ۴.,1.0,10.0
1426,شاید بتوان گفت بزرگترین نقطه قوت مزیت این دوربین به دیگر دوربین‌های رایج ورزشی غیر ورزشی، بهره گیری از یک لنز بسیار واید ۱۷۰ درجه است که تصاویری بسیار عریض خیره کننده ضبط می‌کند، قابلیتی که نقش موثری در خلق تصاویر مهیج زیبا در فعالیت‌های ورزشی ماجرا جویانه دارد.,1.0,52.0
245,تنها عیبش صفحه‌نمایششه که یک کم کیفیتش پایینه اما اگه مشکل پسند نباشید خوبه.,0.0,15.0
3841,خریدش ۱۰۰٪ می‌ارزه.,1.0,5.0
2110,هرچند که بسیار جمع جور می‌باشد نگهداری آن آسان می‌باشد.,1.0,11.0
3162,چه شانسی آوردم خریدم love digi kala,1.0,7.0
3203,توانایی فیلم برداری با سرعت‌های بالای ۱۲۰ ۲۴۰ فریم بر ثانیه را هم باید به آن‌ها افزود که سپس وقتی فیلم‌های گرفته شده را با سرعت پایین‌تر می‌بینید به صورت اسلوموشن پخش می‌شوند.,1.0,34.0
2222,در تست مرورگری اینترنت از طریق wi-fi با روشنایی متوسط، این تبلت توانست بیش از ساعت شارژ دهی کند.,1.0,21.0
3891,واقعا آدم را کلافه می‌کنه.,0.0,6.0
5705,هرچند که کیفیت متن کمی پایین‌تر از حد انتظار بود ولی کیفیت چاپ گرافیک عکس واقعا جزو بهترین‌های پرینترهای جوهر افشان چند کاره در این رده قیمتی است.,1.0,29.0
5153,توصیه برای کساییکه مثل من بین این گوشی s۳ موندن؛ کیفیت تصویر این گوشی بسیار پایین تراز s۳ هستش، رابط کاربری s۳ هم خیلی بهتره.,0.0,28.0
1938,حتما یکی بخرید.,1.0,4.0
4692,در کل بی شک one plus میتونه یه گوشیه جالب جذابی برای کاربرا باشه.,1.0,15.0
926,عالی از این نظر که هم نیازی نیست آن را به طور جداگانه خریداری کنید هم از این نظر که ۶۰ متر عمق خیلی زیادی حتی برای غواصی در زیر آب است.,1.0,33.0
1350,در کل باید گفت که hp laserjet p۱۱۰۲ به عنوان یک پرینتر لیزری تک رنگ سطح مبتدی عملکرد ویژگی‌های خیلی خوبی را ارایه می‌دهد.,1.0,26.0
5049,گوشی خوبیه یعنی نسبت به قیمتش عالیه تو این رده با این قیمت دیگه بهتر از این نیست دوربینش خوبه اندازش خوبه لمسشم روانه بگیریدش ضرر نکردید,1.0,27.0
3529,ضمنا قابلیت اجرای همزمان دو برنامه در این تبلت به بهترین شکل به اجرا در آمده است.,1.0,17.0
849,مثلا به راحتی می‌توانید بوسیله تجهیزات استقرار مختلف؛ دوربین را به دسته دوچرخه خود، به سطح جلویی یک اسکیت برد، به یک تخته موج سواری، میله‌های کایت یا حتی مچ یا سینه خود متصل کنید.,1.0,40.0
4135,هرچی هم بگین گلگسی بقیه گوشی‌ها بهترن، بازم هیچی به لذت باز کردن قفل اپل نمیرسه.,1.0,18.0
1417,اما سرعت عکاسی پیاپی این دوربین فوق‌العاده است به طوری که توانایی عکاسی پیاپی با سرعت ۱۰ فریم بر ثانیه در رزولوشن کامل را دارد.,1.0,26.0
4765,نخست اینکه رزولوشن آن فوق العاده زیاد است به خوبی می‌تواند تفکیک جزئیاتی بسیار عالی را از خود به نمایش بگذارد.,1.0,22.0
5776,nfc ۴g dlna dualcore superamoled البته با قیمت نسبتا مناسب.,1.0,11.0
4757,من حدود یه ماهه که این گوشی رو دارم کاملا ازش راضی هستم.,1.0,14.0
597,کیفیت ساخت آن نیز همانند اکثر گوشی‌های ساخت htc بسیار خوب امیدوار کننده است.,1.0,15.0
924,گوشی بعضا هنگام اجرای بازیهای hd یا استفاده طولانی تقریبا زود داغ میکنه ۳.,0.0,14.0
3125,من خودم تا ایسوس دارم اصلا ازش خسته نمیشم به نظرم asus بهترین برند لپ تاپ هستش,1.0,17.0
873,در کل گوشی خوبیه همیشه برای کسایی که دوست دارن یه گوشی خوب قوی کوچیک داشته باشن، کاملا مناسبه,1.0,20.0
4223,تو این قیمت با این مشخصات گوشی خیلی خوبیه,1.0,9.0
4075,اما با اینکه صفحه نمایش این تبلت از آیپد جدید بزرگ‌تر است، رزولوشن آن بسیار کمتر یعنی ۷۶۸×۱۳۶۶ است که در مقایسه با رزولوشن ۱۵۳۶×۲۰۴۸ آیپد، حرفی برای گفتن ندارد.,0.0,37.0
6230,متوجه میشید که قیمتش خیلی پایین تره از بقیه.,1.0,10.0
458,تعداد زیادی از ویجت‌های آشنا مثل ویجت پخش کننده موسیقی walkman یا ویجت آلبوم‌های عکس ویدئو وجود دارند.,1.0,19.0
2256,ولی اپل یک مسئله را هنوز در این گوشی حل نکرده است آن جای قرارگیری لنز می‌باشد.,0.0,17.0
1755,با اینکه صفحه نمایش این گوشی لمسی نیست، ولی کیبورد qwerty این گوشی می‌تواند تا حدودی باعث شود که لمسی نبودن صفحه کلید چندان شما را نا امید نکند.,1.0,31.0
1466,هماهنگی رنگ‌های به کار رفته در بدنه این گوشی با رنگ محیط کاربری ویندوز آن، زیبایی آن را چندین برابر نموده است.,1.0,23.0
6614,این یک رکورد شگفت انگیز است.,1.0,7.0
4957,عملکرد این باتری در مدل‌های مختلف بسته به سایز صفحه نمایش نوع سخت افزار داخلی، متفاوت است اما در کل از شارژدهی باتری راضی بودیم.,1.0,27.0
4835,ابعاد این تبلت به دلیل وجود صفحه نمایش ۱۰٫۶ اینچی آن ۱۷۲×۲۷۵ میلی‌متر حتی بزرگ‌تر از اکثر تبلت‌های موجود در بازار می‌باشد.,1.0,26.0
1644,هندزفیری این گوشی اصلا بدرد نمیخوره به نظر من) بگذارید تو گوشتون دیگه صدای خودتونم نمیشنوید!,0.0,18.0
1801,این کمینه‌ی نسبت کانونی بسیار عالی، به شما اجازه می‌دهد که بتوانید در شرایط نوری نزدیک به تاریکی هم با سرعت‌های شاتر بالاتر عکاسی کنید.,1.0,27.0
3659,بدون داشتن هیچگونه تعصبی نسبت به این مارک باید بگم که چه از لحاظ سخت افزاری چه نرم افزاری واقعا عالیه.,1.0,22.0
2709,طراحی این لپ‌تاپ‌ها بسیار خوب بوده مواد اولیه استفاده شده در ساخت آن‌ها بسیار مرغوب می‌باشند.,1.0,17.0
6422,این لنز فوق العاده واید است، به طوری که در هنگام ضبط ویدیویی در رزولوشن‌های wvga، ۷۲۰p hd ۹۶۰p hd، میدان دیدی در حد ۱۷۰ درجه به صورت عرضی را پوشش می‌دهد.,1.0,38.0
6285,این کارت گرافیک، قدرتی همانند کارت‌های گرافیک رده بالای geforce gtx ۴۶۰m geforce gtx ۵۶۰m دارد به راحتی جوابگوی سنگین‌ترین وظایف گرافیکی حتی اجرای بازی‌های کامپیوتری نیز خواهد بود.,1.0,32.0
6694,بازی برنامه هم که تا حالا کم نیاورده.,1.0,9.0
6218,من مرداد امسال خریدمش ولی صفحه لمسیش شکسته.,0.0,9.0
5900,با اینکه سیستم عامل s۴۰ بسیاری از امکانات اندروید را ندارد، اما کارایی آن به عنوان یک سیستم عامل برای گوشی‌های سطح متوسط بسیار خوب است.,1.0,29.0
5806,از نظر طراحی ساخت باید بگوییم که سرفیس مایکروسافت مورد اعجاب انگیزی ندارد.,0.0,14.0
397,جای قرار گرفتن فلاشه که اولین عکسی که میخوای بگیری فلاش باز میشه میاد بالا که باید حواست باشه به انگشت اشاره دست چپت برخورد نکنه.,0.0,27.0
5252,همانند اکثر محصولات اندرویدی ایسوس، padfone نیز از رابط استاندارد اندروید ۴٫۰ استفاده می‌کند که کمی توسط ایسوس تغییر یافته است از آنجایی که padfone از پردازنده پردازشگر گرافیکی قوی‌تری نسبت به مدل پیشین استفاده می‌کند، محیط سیستم عامل روان‌تر سریع‌تر است.,1.0,44.0
787,باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا ۴۵۰ عکس را پشتیبانی کند این در حالیست که باتری hx۱۰۰v تنها توانایی گرفتن تا ۳۰۰ عکس را داشت.,1.0,35.0
2557,نظیر نداره بهترینه گوشی هاست,1.0,5.0
1261,nexus در دو مدل ۱۶ گیگابایتی عرضه شده است متاسفانه دارای درگاه کارت حافظه نمی‌باشد.,0.0,15.0
4299,امکانات فیلم برداری این دوربین تقریبا شبیهبه mark iii است البته خبری از جک هدفون بر روی آن نیست.,0.0,20.0
893,این موضوع را می‌توان هم از نظر میزان کمتر نویز هم گستره بیشتر دینامیکی مد نظر قرار داد.,1.0,19.0
3917,در ایزو ۸۰۰ نویز بیشتری پدیدار می‌گردد ولی همچنان عکس‌ها کاملا قابل استفاده هستند.,1.0,15.0
796,. با توجه به قیمت آن گوشی خیلی خوبی است فقط اگه یه اسپیکر کوچک داشت بهتر بود.,1.0,19.0
3845,این دوربین با وزن تنها ۱۶۷ گرم، آن قدر کوچک سبک است که می‌توان آن را برای پژوهش‌های علمی رفتار حیوانات بر روی بدن یک حیوان یا برای فیلم برداری هوایی بر روی یک هلیکوپتر کنترل از راه دور یا یک بالون هم نصب کرد!,1.0,47.0
2340,به هر صورت معمولا چیزی که بیشتر کاربران از پرینتری پر کار در این سطح قیمت برای خانه یا دفتر کار انتظار دارند، تولید پرینت‌های با کیفیت بالا، با سرعت زیاد البته هزینه‌ی نگهداری پایین است.,1.0,39.0
2890,کیفیت تصاویر گرفته شده در شرایط نوری ضعیف نیز رضایت بخش است فلاش led آن کمک فراوانی در کاهش نویز تصویر می‌کند.,1.0,23.0
2725,دوربین بسیار خوبیه عکسهای باکیفیتی میگیره.,1.0,7.0
14,در نقد بررسی hx۱۰۰v اشاره کرده بودیم که کیفیت عکس‌های گرفته شده فوق‌العاده هستند.,1.0,16.0
1029,می‌توان به راحتی گفت که دوربین مگا پیکسلی موجود بر رویplus htc one یکی از بهترین دوربین‌های موجود بر روی گوشی‌های هوشمند تا به این تاریخ است.,1.0,28.0
5507,هم نسخه اولیه آندروید قدیمی هست هم قیمت نسبت به امکانات تقریبا میشه گفت بسیار بالاست!,0.0,17.0
5073,اما در شرایط تاریک‌تر، دوربین سعی می‌کند که از غلظت رنگ کم کند تا بر شفافیت شارپنس افزوده شود نتیجه هم ویدیویی واقعا با کیفیت خواهد بود هرچند که گویی سیاه سفید است.,1.0,33.0
6783,از تنها نقاط ضعف جزئی این دستگاه می‌توان به عدم وجود درایو نوری پورت شبکه اشاره کرد.,0.0,18.0
5040,"من سه ماهه که دارمش تاچش خیلی خوبه,دوربینش عالیه,بازی‌ها رو راحت اجرا می‌کنه (سنگین‌ترین بازی‌ها یی که روش اجرا کردم: gta۳,modern combat ۲,asphalt۶,sport car challeng) من از همه نظر ازش راضیم بجز صفحه نمایشش که یه کمی کوچیکه ولی مطمعن باشید از خریدش پشیمون نمیشید.",1.0,49.0
5041,چنین سخت افزار قدرتمندی، محیط کاربری بسیار روانی را برای کاربر مهیا می‌کند.,1.0,15.0
2477,این لنز خیلی واید نیست توانایی زوم زیادی هم ندارد.,0.0,11.0
1013,طراحی گوشی نیز بسیار آرگونومیک صورت گرفته در قسمت پشتی کاملا زیبا می‌باشد.,1.0,14.0
3726,تاچ پد نیز به خوبی طراحی شده از حساسیت کیفیت بسیار بالایی برخوردار است.,1.0,15.0
292,وزن این دستگاه تنها ۲٫۳ کیلوگرم است که برای یک لپ‌تاپ ۱۵٫۶ اینچی، وزن بسیار مناسبی محسوب می‌شود.,1.0,21.0
1438,جمع بندی اگرچه nexus از نظر کارایی مشخصات به خوبی آی پد نسل سوم نیست، اما با توجه به قیمت اعجاب انگیز آن امکانات بسیار مناسبی که دارد، می‌تواند حتی به عنوان یک رقیب برای آی پد شناخته شود.,1.0,41.0
205,با صفحه اینچی یک ردیف به برنامه‌ها اضافه شده در ضمن اپل مثل اکثر برند‌ها نیست که هر موبایلش رو با یک قیافه بده بیرون اپل میخواهد شکل اولیه خودش رو حفظ کنه.,1.0,34.0
5827,این دوربین می‌تواند تا حد زیادی مناسب عکاسان نجومی هم باشد چرا که بستن یک دوربین کوچکتر سبک‌تر به تلسکوپ می‌تواند مشکلات کمتری را در بالانس ایجاد کند در کل ست آپ سبک کوچکتری را برای شما به ارمغان آورد.,1.0,41.0
2456,این دوربین ابعاد ۹۵x۵۷x۱۸ میلی متر را ارائه می‌دهد که علاوه بر فوق‌العاده کوچک بودن، با قطر تنها ۱۸ میلی متر یکی از باریک‌ترین دوربین‌های ساخته شده تا به این تاریخ نیز هست.,1.0,39.0
2797,دوربین خوبیه عکس‌های که باهاش گرفتم خیلی خوبه امادر فیلم برداری سوژه رو چند لحظه گم می‌کنه وبعداز چند ثانیه فوکس می‌کنه اما در عکس گرفتن می‌تونم بگم بی نظیره.,1.0,31.0
170,عاشق گوشی‌های سونی هستم خیلی طراحی زیبا قابلیت‌های فراوان داره.,1.0,11.0
4043,تنها عیب پلاسما مصرف بالاشه بخاطر اونم گرماشه که بعضی وقتا موجب سوختنش میشه اما ال سی دی بخاطر استفاده از لامپ فلورسنت (مهتابی) برای روشن کردن صفحه نمایشش وال ای دی بخاطر لامپ ال ای دی مصرف شده بعد یه مدت افت تصویر داره (توی ال ای دی طولانیتر) اما پلاسما افتش خیلی کمتره در کل این تلوزیون دو تا ایراد داره که بعدیشم فول اچ دی نبودنشه به نظر من.,0.0,77.0
485,لامپ cct گرمای زیادی تولید می‌کند نخستین اسکن نیز ۳۰ ثانیه بیشتر از اسکن‌های بعدی صورت می‌گیرد.,0.0,18.0
1156,در کل، باید بگوییم که طراحی این تبلت از طراحی تبلت‌ها تا به امروز که یا از پلاستیک یا از آلومینیوم بودند متفاوت می‌باشد یک نوآوری توسط مایکروسافت محسوب می‌گردد که بسیار دوست داشتنی است.,1.0,37.0
5108,بهترین قوی‌ترین سخت افزار در این گوشی به کار گرفته شده است از صفحه نمایشی عظیم با کیفیت فوق‌العاده بالا گرفته تا پردازنده قدرتمند چهار هسته‌ای.,1.0,25.0
2191,به دلیل وجود پنل ips بر روی این صفحه نمایش، عملکرد آن در زوایای مختلف نیز بسیار مناسب قابل قبول است.,1.0,23.0
6609,نصیحت، افرادی که واسه مدت بالایی یک لپ تاپ میخوان به نظر کار تجربه ساله لپ تاپ ایسوس رو میپسندم به شما هم پیشنهاد میکنم.,1.0,27.0
6605,رزولوشن ۱۶ مگاپیکسل هم کافیست تا جزئیات به خوبی تفکیک بشوند.,1.0,12.0
3250,من فکر می‌کنم مشکل خیلی‌ها با android باشه من یه galaxy note ۱۰٫۱ داشتم اینقدر آزارم داد که فروختمش یه galaxy s۳ خریدم بازم نشد الان ipad دارم وباید بگم ios بهترینه,1.0,33.0
5493,نکته مهمی که در مورد بخش نرم افزاری این گوشی باید بگوییم این است که از آنجایی که nexus به سفارش کمپانی گوگل ساخته شده است، همانند اعضای پیشین خانواده نکسوس، اولین گوشی خواهد بود که آپدیت نسخه‌های بعدی سیستم عامل اندروید را دریافت خواهد کرد این یک مزیت بسیار بزرگ برای این گوشی محسوب می‌شود.,1.0,55.0
748,یک پردازنده چهار هسته‌ای از نوعcortex-a۹ که میزان فرکانس آن توسط مایکروسافت اعلام نشده است ولی احتمالا ۱٫۳ یا ۱٫۴ گیگاهرتز خواهد بود، به همراه یک چیپ nvidia tegra گیگابایت رم به اجرای بی عیب نقص فرامین کمک خواهد نمود.,1.0,39.0
4896,البته این دوربین دارای زوم دیجیتال تا برابر، دیافراگم f/۲٫۸ همچنین زمان‌سنج خودکار می‌باشد، اما در هر صورت از این دوربین نباید چندان توقع خاصی داشته باشید.,0.0,29.0
3687,تصور کنید که دیدن یک فیلم را بر روی گوشی padfone آغاز کرده‌اید، پس از چند دقیقه احساس می‌کنید که دیدن آن فیلم در صفحه‌ی نمایش ۱۰٫۱ اینچی لذتی مضاعف دارد، فقط کافیست گوشی را در داک آن قرار دهید تا بقیه‌ی فیلم را بر روی تبلت مشاهده نمایید.,1.0,53.0
587,نقاط ضعف: ۱- باتری در حالت standby بسیار خوب عمل میکنه اما وقتی با اینترنت یا دوربین کار میکنید خیلی سریع شارژ کم میکنه ۲- چهار کلید خازنی پایین گوشی روشنایی ندارند ۳- کیفیت دوربین واقعا در حد مگاپیکسل نیست با یک گوشی مگاپیکسلی نوکیا امتحان کردم؛ کیفیت ال جی پایین‌تر بود) ۴- فیلم برداری دوربین hd نیست.,0.0,62.0
674,یکی از مزیت هاش هم عکس با کیفیت ۱۶ در که خوراک لپ تاپ چاپ فوکوس نسبتا سریعی داره اون دوستانی هم که میگن باتریش ضعیفه حتما gps شون روشن که در صورت خاموش کردن عمر باطریشون برابرمیشه حسگر نوع cmos اون باعث شده همه عکس‌ها واید باشه,1.0,48.0
3219,گوشی خیلی خوبیه به نظر میاد پردازنده بالا دوربین همراه با فلش فوکوس اتوماتیک.,1.0,15.0
2972,این تبلت در جواب new ipad اومده به نظرم بد جوری اونو شکست داده.,1.0,15.0
4931,در تست‌های انجام شده، عملکرد این تبلت از نظر سرعت اجرای مرورگر باز کردن صفحات وب، کاملا مشابه آیپد جدید در واقع جزو برترین‌ها قرار گرفت.,1.0,29.0
886,واقعا محشره اگه بیاد میخرم ولی بهترین خصوصیتش اینه که هیچ وقت هنگ نمیکنه,1.0,14.0
3622,سخت افزار بسیار قدرتمند نسبت به قیمت گوشی.,1.0,9.0
2823,اگر بخواهید که اسکنی که تهیه کرده‌اید کیفیتی خوبی داشته باشد باید سعی کنید که سرعت پیمایش یکنواختی داشته باشد.,1.0,19.0
6761,همانند عکس‌های گرفته شده، کیفیت فیلم‌برداری این تبلت نیز بسیار خوب رضایت بخش است.,1.0,16.0
1649,به خصوص اینکه وقتی با گوشی‌های ۴٫۲ اینچی کار می‌کنیم، دیدن دنیای دیجیتال از طریق نمایشگر ۳٫۵ اینچی کمی آزار دهنده خسته کننده به نظر می‌آید.,0.0,28.0
2030,عکس‌ها فیلم‌ها بر روی کارت حافظه نوع sdhc که این دوربین می‌تواند تا سقف ۳۲ گیگابایت آن را پشتیبانی کند ضبط می‌شوند.,1.0,23.0
3640,اگر مکالمه با تبلت اینچی برای شما یک مزیت محسوب می‌گردد، یا اگر به دنبال تبلتی برای انجام کارهای گرافیکی می‌گردید، samsung galaxy note یک انتخاب بسیار خوب برای شماست که مسلما از خرید آن پشیمان نخواهید شد.,1.0,40.0
2654,آقای steve jobs در معرفی این دستگاه درباره‌ی کیفیت این نمایشگر صحبت کرد ادعا کرد که کیفیت آن به کیفیت چشم انسان می‌رسد.,1.0,24.0
4791,فعلا یکه تاز..,1.0,5.0
1484,متاسفانه هنگامی که تبلت را در حالت افقی قرار دهید ممکن است ناخودآگاه، دست شما جلوی بلندگو را بپوشاند.,0.0,21.0
2855,از نظر کیفیت اسکن می‌توان گفت که عملکرد ۵۶۰۰f از بهترینی که تا به حال دیده‌ایم کمی پایین‌تر است.,0.0,21.0
6340,سلام دوستان منم گوشیم اینطوری بود همش خودش backمیکرد این مشکل از گوشی نیست خود شرکت این کار رو انجام داده تا خیلی به گوشی فشار نیاد من گوشیم رو بردم نمایندگی وبرام درستش کرد ولب در کل خیلی خیلی خوبیه,1.0,41.0
2525,به نظر من با این قیمت گوشی خیلی خوب با کیفیتیه,1.0,11.0
1817,بعلاوه اینکه عکاسی پیاپی آن نیز با سرعت ۵٫۵ فریم بر ثانیه از ۴٫۵ فریم بر ثانیه ۶d برتر است.,1.0,21.0
2307,درون این گوشی یک باتری ۱۱۱۰ میلی‌آمپری جای داده شده که توانایی شارژدهی نسبتا خوبی را به گوشی ارایه می‌دهد به طوری که می‌تواند تا ساعت زمان مکالمه، ۵۰۰ ساعت زمان انتظار ۳۵ ساعت زمان پخش موسیقی را پشتیبانی کند.,1.0,42.0
4212,تا این لحظه توانایی این کار‌ها رو ندارن!,0.0,9.0
